road_key,street_code,english_name,chinese_name,street_type,naming_year,naming_date,government_notice_url_en,government_notice_url_zh,segment_count
code:10909,10909,JUNCTION ROAD,聯合道,Main Road,1933,1933-05-12,/egazette/en/1933-gn340.pdf,/egazette/zh/1933-gn340.pdf,17
code:14101,14101,KAM HO ROAD,錦河路,Secondary Road,,,,,17
code:14066,14066,KWAI CHUNG INTERCHANGE,葵涌交匯處,Secondary Road,,,,,17
code:11492,11492,NAM LONG SHAN ROAD,南朗山道,Secondary Road,,,,,17
code:13884,13884,NGA CHEUNG ROAD,雅翔道,Main Road,1998,1998-05-22,/egazette/en/2017-21-26-4524.pdf,,17
code:14393,14393,ON SAU ROAD,安秀道,Secondary Road,2014,2014-03-28,/egazette/en/2014-18-13-1857.pdf,/egazette/zh/2014-18-13-1857.pdf,17
code:11723,11723,PLANTATION ROAD,種植道,Secondary Road,,,,,17
code:13693,13693,PO SHUN ROAD,寶順路,Main Road,,,,,17
code:11991,11991,SHAU KEI WAN ROAD,筲箕灣道,Main Road,1940,1940-07-26,/egazette/en/1940-gn845.pdf,/egazette/zh/1940-gn845.pdf,17
code:12263,12263,TAI PO ROAD - YUEN CHAU TSAI,大埔公路　－　元洲仔段,Main Road,,,,,17
code:12287,12287,TAI WO SERVICE ROAD WEST,大窩西支路,Secondary Road,,,,,17
code:12345,12345,TEXACO ROAD,德士古道,Main Road,,,,,17
code:39507,39507,TRANSFORMER ROAD,變壓器路,Secondary Road,,,,,17
code:13015,13015,TSEUNG KWAN O TUNNEL ROAD,將軍澳隧道公路,Main Road,,,,,17
code:12772,12772,WO YI HOP ROAD,和宜合道,Secondary Road,,,,,17
code:13523,13523,YIU HING ROAD,耀興道,Secondary Road,,,,,17
code:48575,48575,,,Secondary Road,,,,,16
code:41715,41715,,,Secondary Road,,,,,16
code:40233,40233,,,Secondary Road,,,,,16
code:40892,40892,,,Secondary Road,,,,,16
code:49436,49436,,,Secondary Road,,,,,16
code:48728,48728,,,Secondary Road,,,,,16
code:49170,49170,,,Secondary Road,,,,,16
code:52020,52020,,,Secondary Road,,,,,16
code:51819,51819,,,Secondary Road,,,,,16
code:10005,10005,ABERDEEN MAIN ROAD,香港仔大道,Secondary Road,,,/egazette/en/1961-gn1335.pdf,,16
code:14241,14241,AIRPORT EXPO BOULEVARD,航展道,Secondary Road,,,,,16
code:10022,10022,AP LEI CHAU BRIDGE ROAD,鴨脷洲橋道,Main Road,1981,1981-02-20,/egazette/en/1981-gn593.pdf,/egazette/zh/1981-gn593.pdf,16
code:10139,10139,CASTLE PEAK ROAD - SHAM TSENG,青山公路　－　深井段,Secondary Road,,,,,16
code:13757,13757,CHEK LAP KOK SOUTH ROAD,赤鱲角南路,Secondary Road,,,,,16
code:14130,14130,CHUI LING ROAD,翠嶺路,Secondary Road,,,,,16
code:10473,10473,FAT KWONG STREET,佛光街,Main Road,1926,1926-06-25,/egazette/en/1926-gn342.pdf,/egazette/zh/1926-gn342.pdf,16
code:10689,10689,HENNESSY ROAD,軒尼詩道,Main Road,1929,1929-06-14,/egazette/en/1929-gn312.pdf,/egazette/zh/1929-gn312.pdf,16
code:10798,10798,HOLLYWOOD ROAD,荷李活道,Secondary Road,,,,,16
code:10926,10926,KAI CHEUNG ROAD,啓祥道,Main Road,1983,1983-07-15,/egazette/en/1983-gn2233.pdf,/egazette/zh/1983-gn2233.pdf,16
code:11101,11101,KWAI TSING ROAD,葵青路,Main Road,1979,1979-05-04,/egazette/en/1979-gn1132.pdf,,16
code:11481,11481,MUI WO FERRY PIER ROAD,梅窩碼頭路,Secondary Road,1983,1983-11-04,/egazette/en/1983-gn3496.pdf,/egazette/zh/1983-gn3496.pdf,16
code:11526,11526,NGAN SHING STREET,銀城街,Secondary Road,1981,1981-11-13,/egazette/en/1981-gn3369.pdf,/egazette/zh/1981-gn3369.pdf,16
code:11777,11777,PORTLAND STREET,砵蘭街,Secondary Road,1927,1927-11-25,/egazette/en/1927-gn699.pdf,/egazette/zh/1927-gn699.pdf,16
code:11961,11961,SHA TAU KOK ROAD - WO HANG,沙頭角公路　－　禾坑段,Main Road,,,,,16
code:14438,14438,SHUN HANG ROAD,順行路,Secondary Road,2017,2017-03-10,https://www.landsd.gov.hk/doc/en/street-name/egazette/2017/egn201721101273.pdf,https://www.landsd.gov.hk/doc/tc/street-name/egazette/2017/cgn201721101273.pdf,16
code:12121,12121,SMITHFIELD,士美菲路,Secondary Road,,,,,16
code:13156,13156,TIN WAH ROAD,天華路,Main Road,2013,2013-05-10,/egazette/en/2013-17-19-2719.pdf,/egazette/zh/2013-17-19-2719.pdf,16
code:12393,12393,TONG YAN SAN TSUEN ROAD,唐人新村路,Secondary Road,,,,,16
code:13874,13874,TONG YIN STREET,唐賢街,Secondary Road,,,,,16
code:12782,12782,WONG NAI CHUNG GAP ROAD,黃泥涌峽道,Main Road,1932,1932-10-07,/egazette/en/1932-gn635.pdf,/egazette/zh/1932-gn635.pdf,16
code:12852,12852,YEN CHOW STREET,欽州街,Main Road,,,,,16
code:46033,46033,,,Secondary Road,,,,,15
code:40105,40105,,,Secondary Road,,,,,15
code:40175,40175,,,Secondary Road,,,,,15
code:47751,47751,,,Secondary Road,,,,,15
code:41801,41801,,,Secondary Road,,,,,15
code:45361,45361,,,Secondary Road,,,,,15
code:42774,42774,,,Secondary Road,,,,,15
code:43384,43384,,,Secondary Road,,,,,15
code:45929,45929,,,Secondary Road,,,,,15
code:51465,51465,,,Secondary Road,,,,,15
code:52922,52922,,,Secondary Road,,,,,15
code:53033,53033,,,Secondary Road,,,,,15
code:53151,53151,,,Secondary Road,,,,,15
code:52551,52551,,,Secondary Road,,,,,15
code:42645,42645,,,Secondary Road,,,,,15
code:10270,10270,CHUI TIN STREET,翠田街,Secondary Road,1984,1984-03-09,/egazette/en/1984-gn708.pdf,/egazette/zh/1984-gn708.pdf,15
code:14572,14572,FANLING BYPASS,粉嶺繞道,Main Road,2026,2026-03-27,/egazette/en/2026-30-13-1839.pdf,/egazette/zh/2026-30-13-1839.pdf,15
code:10718,10718,HING FONG ROAD,興芳路,Secondary Road,1974,1974-04-19,/egazette/en/1974-gn1023.pdf,/egazette/zh/1974-gn1023.pdf,15
code:13889,13889,HOI FAI ROAD,海輝道,Secondary Road,,,,,15
code:10802,10802,HONG CHONG ROAD,康莊道,Main Road,1999,1999-07-30,/egazette/en/2018-22-40-7463.pdf,,15
code:14568,14568,KAI TAK INTERCHANGE,啟德交匯處,Main Road,2025,2025-11-21,/egazette/en/2025-29-47-7381.pdf,/egazette/zh/2025-29-47-7381.pdf,15
code:10982,10982,KENNEDY ROAD,堅尼地道,Secondary Road,1958,1958-06-27,/egazette/en/1958-gn865.pdf,/egazette/zh/1958-gn865.pdf,15
code:11040,11040,KIU HING ROAD,僑興路,Secondary Road,1978,1978-09-29,/egazette/en/1978-gn2481.pdf,,15
code:13652,13652,KONG TAI ROAD,江大路,Secondary Road,,,,,15
code:13112,13112,LONG YAT ROAD,朗日路,Secondary Road,,,,,15
code:14322,14322,LUNG WO ROAD,龍和道,Secondary Road,2009,2009-12-04,/egazette/en/2009-13-49-7642.pdf,/egazette/zh/2009-13-49-7642.pdf,15
code:13861,13861,MAN CHEUNG STREET,民祥街,Secondary Road,,,,,15
code:11415,11415,MEI TIN ROAD,美田路,Secondary Road,1984,1984-06-15,/egazette/en/1984-gn1737.pdf,/egazette/zh/1984-gn1737.pdf,15
code:11453,11453,MOK CHEONG STREET,木廠街,Secondary Road,1926,1926-04-16,/egazette/en/1926-gn202.pdf,/egazette/zh/1926-gn202.pdf,15
code:11473,11473,MOUNT KELLETT ROAD,加列山道,Secondary Road,,,,,15
code:11563,11563,OCEAN PARK ROAD,海洋公園道,Secondary Road,1975,1975-02-07,/egazette/en/1975-gn351.pdf,/egazette/zh/1975-gn351.pdf,15
code:11597,11597,ON PO ROAD,安埔路,Secondary Road,,,,,15
code:14253,14253,SHAP PAT HEUNG ROAD,十八鄉路,Secondary Road,,,,,15
code:12058,12058,SHING TAI ROAD,盛泰道,Secondary Road,,,,,15
code:12117,12117,SIU LEK YUEN ROAD,小瀝源路,Secondary Road,,,,,15
code:12174,12174,SUI WO ROAD,穗禾路,Secondary Road,1981,1981-04-03,/egazette/en/1981-gn1022.pdf,/egazette/zh/1981-gn1022.pdf,15
code:12274,12274,TAI TAM RESERVOIR ROAD,大潭水塘道,Secondary Road,,,/egazette/en/1975-gn2327.pdf,,15
code:12285,12285,TAI WO HAU ROAD,大窩口道,Secondary Road,,,,,15
code:12339,12339,TAT CHEE AVENUE,達之路,Secondary Road,1953,1953-11-20,/egazette/en/1953-gn1420.pdf,/egazette/zh/1953-gn1420.pdf,15
code:13759,13759,TAT TUNG ROAD,達東路,Secondary Road,,,,,15
code:13161,13161,WAH MING ROAD,華明路,Secondary Road,,,,,15
code:12628,12628,WAN CHAI ROAD,灣仔道,Secondary Road,,,/egazette/en/1975-gn2327.pdf,,15
code:14449,14449,YAU MA TEI INTERCHANGE,油麻地交匯處,Main Road,2017,2017-04-07,/egazette/en/2025-29-47-7382.pdf,/egazette/zh/2025-29-47-7382.pdf,15
code:42872,42872,,,Secondary Road,,,,,14
code:47505,47505,,,Restricted Road,,,,,14
code:43199,43199,,,Secondary Road,,,,,14
code:44101,44101,,,Secondary Road,,,,,14
code:41792,41792,,,Secondary Road,,,,,14
code:51271,51271,,,Secondary Road,,,,,14
code:44051,44051,,,Secondary Road,,,,,14
code:44990,44990,,,Secondary Road,,,,,14
code:46359,46359,,,Secondary Road,,,,,14
code:46533,46533,,,Secondary Road,,,,,14
code:46969,46969,,,Secondary Road,,,,,14
code:53555,53555,,,Secondary Road,,,,,14
code:40434,40434,,,Secondary Road,,,,,14
code:46386,46386,,,Secondary Road,,,,,14
code:47468,47468,,,Secondary Road,,,,,14
code:10136,10136,CASTLE PEAK ROAD - PING SHAN,青山公路　－　屏山段,Main Road,,,,,14
code:39626,39626,CENTRAL-WAN CHAI BYPASS TUNNEL,中環及灣仔繞道隧道,Tunnel,,,,,14
code:39501,39501,CHIMNEY ROAD,煙囱路,Secondary Road,,,,,14
code:14076,14076,CYBERPORT ROAD,數碼港道,Secondary Road,,,,,14
code:10374,10374,DES VOEUX ROAD CENTRAL,德輔道中,Main Road,,,,,14
code:10605,10605,GINKGO ROAD,銀杏路,Secondary Road,1984,1984-08-31,/egazette/en/1984-gn2609.pdf,/egazette/zh/1984-gn2609.pdf,14
code:13896,13896,HING WAH STREET WEST,興華街西,Secondary Road,,,,,14
code:10739,10739,HIP WO STREET,協和街,Secondary Road,1957,1957-02-22,/egazette/en/1957-gn264.pdf,/egazette/zh/1957-gn264.pdf,14
code:13909,13909,HO SHEUNG HEUNG ROAD,河上鄉路,Secondary Road,,,,,14
code:13957,13957,HUNG LUEN ROAD,紅鸞道,Secondary Road,,,,,14
code:10897,10897,JAVA ROAD,渣華道,Main Road,1933,1933-07-28,/egazette/en/1933-gn511.pdf,/egazette/zh/1933-gn511.pdf,14
code:10930,10930,KAI FUK ROAD,啓福道,Main Road,1983,1983-07-15,/egazette/en/1983-gn2233.pdf,/egazette/zh/1983-gn2233.pdf,14
code:10962,10962,KAM TSIN ROAD,金錢路,Secondary Road,1977,1977-05-10,/egazette/en/1977-gn1134.pdf,/egazette/zh/1977-gn1134.pdf,14
code:10986,10986,KEUNG SHAN ROAD,羗山道,Main Road,,,,,14
code:13914,13914,KIU HA ROAD,橋下路,Secondary Road,,,,,14
code:11194,11194,LAU SHUI HEUNG ROAD,流水響道,Secondary Road,,,,,14
code:11333,11333,LYCHEE ROAD SOUTH,荔枝南路,Secondary Road,1984,1984-08-31,/egazette/en/1984-gn2609.pdf,/egazette/zh/1984-gn2609.pdf,14
code:13865,13865,MAN TUNG ROAD,文東路,Secondary Road,,,,,14
code:11543,11543,NIM WAN ROAD,稔灣路,Secondary Road,,,,,14
code:39290,39290,PALM CANYON DRIVE,柏欣大道,Secondary Road,,,,,14
code:11691,11691,PIK WAN ROAD,碧雲道,Secondary Road,,,,,14
code:12988,12988,PO HONG ROAD,寶康路,Main Road,,,,,14
code:11739,11739,PO LAM ROAD NORTH,寶琳北路,Secondary Road,,,,,14
code:13026,13026,PO LO CHE ROAD,菠蘿輋路,Secondary Road,,,,,14
code:13825,13825,SCENIC ROAD,觀景路,Secondary Road,,,,,14
code:14271,14271,SCIENCE PARK EAST AVENUE,科技大道東,Secondary Road,,,,,14
code:11960,11960,SHA TAU KOK ROAD - SHEK CHUNG AU,沙頭角公路　－　石涌凹段,Secondary Road,,,,,14
code:12006,12006,SHEK O ROAD,石澳道,Main Road,1935,1935-04-12,/egazette/en/1935-gn302.pdf,/egazette/zh/1935-gn302.pdf,14
code:12011,12011,SHEK PAI WAN ROAD,石排灣道,Main Road,,,/egazette/en/1961-gn1335.pdf,,14
code:14363,14363,SHING KAI ROAD,承啟道,Secondary Road,2012,2012-09-28,/egazette/en/2012-16-39-6493.pdf,/egazette/zh/2012-16-39-6493.pdf,14
code:14445,14445,SHUN WUI ROAD,順匯路,Secondary Road,2017,2017-03-10,https://www.landsd.gov.hk/doc/en/street-name/egazette/2017/egn201721101273.pdf,https://www.landsd.gov.hk/doc/tc/street-name/egazette/2017/cgn201721101273.pdf,14
code:12122,12122,SO KWUN WAT ROAD,掃管笏路,Secondary Road,,,,,14
code:12390,12390,TONG MI ROAD,塘尾道,Main Road,1923,1923-09-28,/egazette/en/1923-gn411.pdf,/egazette/zh/1923-gn411.pdf,14
code:12518,12518,TUNG HEI ROAD,東喜道,Secondary Road,,,,,14
code:12525,12525,TUNG LO WAN ROAD,銅鑼灣道,Secondary Road,1935,1935-06-21,/egazette/en/1935-gn490.pdf,/egazette/zh/1935-gn490.pdf,14
code:12783,12783,WONG NAI CHUNG ROAD,黃泥涌道,Main Road,,,/egazette/en/1975-gn2327.pdf,,14
code:12930,12930,YUEN WO ROAD,源禾路,Secondary Road,1981,1981-04-03,/egazette/en/1981-gn1022.pdf,/egazette/zh/1981-gn1022.pdf,14
code:45846,45846,,,Secondary Road,,,,,13
code:44057,44057,,,Secondary Road,,,,,13
code:52778,52778,,,Secondary Road,,,,,13
code:50730,50730,,,Secondary Road,,,,,13
code:50206,50206,,,Secondary Road,,,,,13
code:43111,43111,,,Secondary Road,,,,,13
code:47392,47392,,,Secondary Road,,,,,13
code:40282,40282,,,Secondary Road,,,,,13
code:40625,40625,,,Secondary Road,,,,,13
code:41277,41277,,,Secondary Road,,,,,13
code:42032,42032,,,Secondary Road,,,,,13
code:53206,53206,,,Secondary Road,,,,,13
code:43314,43314,,,Secondary Road,,,,,13
code:42162,42162,,,Secondary Road,,,,,13
code:53207,53207,,,Secondary Road,,,,,13
code:44050,44050,,,Secondary Road,,,,,13
code:51772,51772,,,Secondary Road,,,,,13
code:49100,49100,,,Secondary Road,,,,,13
code:51439,51439,,,Secondary Road,,,,,13
code:44692,44692,,,Secondary Road,,,,,13
code:52262,52262,,,Secondary Road,,,,,13
code:10037,10037,AUSTIN ROAD,柯士甸道,Secondary Road,,,,,13
code:14041,14041,CHAK CHEUNG STREET,澤祥街,Secondary Road,,,,,13
code:10228,10228,CHI MA WAN ROAD,芝蔴灣道,Secondary Road,,,,,13
code:10248,10248,CHING HONG ROAD,青康路,Main Road,1979,1979-07-06,/egazette/en/1979-gn1702.pdf,,13
code:13124,13124,CHOI YUEN ROAD,彩園路,Secondary Road,1992,1992-01-03,/egazette/en/2024-28-46-6899.pdf,/egazette/zh/2024-28-46-6899.pdf,13
code:10276,10276,CHUK YUEN ROAD,竹園道,Secondary Road,1935,1935-05-03,/egazette/en/1935-gn351.pdf,/egazette/zh/1935-gn351.pdf,13
code:10406,10406,ELECTRIC ROAD,電氣道,Secondary Road,1935,1935-06-21,/egazette/en/1935-gn490.pdf,/egazette/zh/1935-gn490.pdf,13
code:14231,14231,FO CHUN ROAD,科進路,Secondary Road,2005,2005-10-21,/egazette/en/2005-09-42-5456.pdf,,13
code:10562,10562,FUK WING STREET,福榮街,Secondary Road,1923,1923-09-28,/egazette/en/1923-gn411.pdf,/egazette/zh/1923-gn411.pdf,13
code:10597,10597,GARDEN ROAD,花園道,Main Road,1958,1958-01-03,/egazette/en/1958-gn16.pdf,/egazette/zh/1958-gn16.pdf,13
code:14494,14494,GASCOIGNE ROAD FLYOVER,加士居道天橋,Main Road,,,/egazette/en/2020-24-42-5983.pdf,/egazette/zh/2020-24-42-5983.pdf,13
code:10765,10765,HOI BUN ROAD,海濱道,Secondary Road,1957,1957-02-22,/egazette/en/1957-gn264.pdf,/egazette/zh/1957-gn264.pdf,13
code:11050,11050,KO CHIU ROAD,高超道,Secondary Road,,,,,13
code:13055,13055,KUNG UM ROAD,公庵路,Secondary Road,1991,1991-06-28,/egazette/en/2015-19-27-4864.pdf,/egazette/zh/2015-19-27-4864.pdf,13
code:11124,11124,KWONG FUK ROAD,廣福道,Secondary Road,,,,,13
code:11160,11160,LAI PING ROAD,麗坪路,Secondary Road,1984,1984-11-30,/egazette/en/1984-gn3532.pdf,/egazette/zh/1984-gn3532.pdf,13
code:13707,13707,LUNG MA ROAD,龍馬路,Secondary Road,1995,1995-09-01,/egazette/en/2019-23-22-3587.pdf,/egazette/zh/2019-23-22-3587.pdf,13
code:13086,13086,MA WO ROAD,馬窩路,Secondary Road,,,,,13
code:13855,13855,MAN KWONG STREET,民光街,Secondary Road,,,,,13
code:14054,14054,METROPOLIS DRIVE,都會道,Main Road,,,,,13
code:11451,11451,MODY ROAD,麼地道,Secondary Road,,,,,13
code:11472,11472,MOUNT DAVIS ROAD,摩星嶺道,Secondary Road,1924,1924-01-18,/egazette/en/1924-gn29.pdf,/egazette/zh/1924-gn29.pdf,13
code:13547,13547,NG LAU ROAD,五柳路,Secondary Road,,,,,13
code:11517,11517,NGA TSIN WAI ROAD,衙前圍道,Secondary Road,1926,1926-06-25,/egazette/en/1926-gn342.pdf,/egazette/zh/1926-gn342.pdf,13
code:11649,11649,PAK TAM ROAD,北潭路,Secondary Road,1980,1980-12-19,/egazette/en/1980-gn4050.pdf,,13
code:11725,11725,PLOVER COVE ROAD,寶湖道,Secondary Road,,,,,13
code:13654,13654,POK OI INTERCHANGE,博愛交匯處,Main Road,,,,,13
code:11928,11928,SAU MAU PING ROAD,秀茂坪道,Secondary Road,,,,,13
code:13839,13839,SHA LEK HIGHWAY,沙瀝公路,Highway,,,,,13
code:11986,11986,SHANTUNG STREET,山東街,Secondary Road,1909,1909-05-28,/egazette/en/1909-gn323.pdf,/egazette/zh/1909-gn323.pdf,13
code:14364,14364,SHING CHEONG ROAD,承昌道,Secondary Road,2012,2012-09-28,/egazette/en/2012-16-39-6493.pdf,/egazette/zh/2012-16-39-6493.pdf,13
code:14149,14149,SHUI TSIU SAN TSUEN ROAD,水蕉新村路,Secondary Road,,,,,13
code:14439,14439,SHUN LIN ROAD,順連路,Secondary Road,2017,2017-03-10,https://www.landsd.gov.hk/doc/en/street-name/egazette/2017/egn201721101273.pdf,https://www.landsd.gov.hk/doc/tc/street-name/egazette/2017/cgn201721101273.pdf,13
code:12129,12129,SOUTH BAY ROAD,南灣道,Secondary Road,1935,1935-04-12,/egazette/en/1935-gn302.pdf,/egazette/zh/1935-gn302.pdf,13
code:12156,12156,STANLEY VILLAGE ROAD,赤柱村道,Secondary Road,1933,1933-11-10,/egazette/en/1933-gn727.pdf,/egazette/zh/1933-gn727.pdf,13
code:12189,12189,SUNG WONG TOI ROAD,宋皇臺道,Secondary Road,1926,1926-02-12,/egazette/en/2021-25-29-4521.pdf,/egazette/zh/2021-25-29-4521.pdf,13
code:12208,12208,TAI CHUNG ROAD,大涌道,Main Road,,,,,13
code:12231,12231,TAI LIN PAI ROAD,大連排道,Secondary Road,,,,,13
code:12261,12261,TAI PO ROAD - TAI WAI,大埔公路　－　大圍段,Main Road,,,,,13
code:12264,12264,TAI PO TAI WO ROAD,大埔太和路,Highway,1983,1983-12-23,/egazette/en/1983-gn3976.pdf,/egazette/zh/1983-gn3976.pdf,13
code:12271,12271,TAI SHU HA ROAD EAST,大樹下東路,Secondary Road,,,,,13
code:13057,13057,TAI SHU HA ROAD WEST,大樹下西路,Secondary Road,2017,2017-06-30,https://www.landsd.gov.hk/doc/en/street-name/egazette/2017/egn201721264525.pdf,https://www.landsd.gov.hk/doc/tc/street-name/egazette/2017/cgn201721264525.pdf,13
code:12333,12333,TAN KWAI TSUEN ROAD,丹桂村路,Secondary Road,,,,,13
code:12383,12383,TO KWA WAN ROAD,土瓜灣道,Main Road,1926,1926-04-16,/egazette/en/1926-gn202.pdf,/egazette/zh/1926-gn202.pdf,13
code:12394,12394,TONKIN STREET,東京街,Secondary Road,1934,1934-02-09,/egazette/en/1934-gn91.pdf,/egazette/zh/1934-gn91.pdf,13
code:12426,12426,TSING KING ROAD,青敬路,Main Road,,,,,13
code:12653,12653,WANG CHIU ROAD,宏照道,Secondary Road,1983,1983-07-15,/egazette/en/1983-gn2233.pdf,/egazette/zh/1983-gn2233.pdf,13
code:12792,12792,WU CHUI ROAD,湖翠路,Secondary Road,,,,,13
code:40795,40795,,,Secondary Road,,,,,12
code:48318,48318,,,Secondary Road,,,,,12
code:45244,45244,,,Secondary Road,,,,,12
code:44682,44682,,,Secondary Road,,,,,12
code:40466,40466,,,Secondary Road,,,,,12
code:42859,42859,,,Secondary Road,,,,,12
code:41326,41326,,,Secondary Road,,,,,12
code:47866,47866,,,Secondary Road,,,,,12
code:42569,42569,,,Secondary Road,,,,,12
code:40989,40989,,,Secondary Road,,,,,12
code:45430,45430,,,Secondary Road,,,,,12
code:47247,47247,,,Secondary Road,,,,,12
code:43361,43361,,,Secondary Road,,,,,12
code:41910,41910,,,Secondary Road,,,,,12
code:43737,43737,,,Secondary Road,,,,,12
code:41307,41307,,,Secondary Road,,,,,12
code:53150,53150,,,Secondary Road,,,,,12
code:42232,42232,,,Secondary Road,,,,,12
code:52917,52917,,,Secondary Road,,,,,12
code:45017,45017,,,Secondary Road,,,,,12
code:40866,40866,,,Secondary Road,,,,,12
code:40757,40757,,,Secondary Road,,,,,12
code:52671,52671,,,Secondary Road,,,,,12
code:51165,51165,,,Secondary Road,,,,,12
code:53288,53288,,,Secondary Road,,,,,12
code:50686,50686,,,Secondary Road,,,,,12
code:53529,53529,,,Secondary Road,,,,,12
code:40380,40380,,,Secondary Road,,,,,12
code:10066,10066,BLUE POOL ROAD,藍塘道,Main Road,1932,1932-10-07,/egazette/en/1932-gn635.pdf,/egazette/zh/1932-gn635.pdf,12
code:10081,10081,BRAEMAR HILL ROAD,寶馬山道,Secondary Road,,,,,12
code:10204,10204,CHEUNG PEI SHAN ROAD,象鼻山路,Main Road,1983,1983-11-04,/egazette/en/1983-gn3497.pdf,/egazette/zh/1983-gn3497.pdf,12
code:13806,13806,CHUNG CHEUNG ROAD,中翔路,Secondary Road,,,,,12
code:10289,10289,CHUNG HAU STREET,忠孝街,Secondary Road,,,,,12
code:10339,10339,CORNWALL STREET,歌和老街,Main Road,1929,1929-08-23,/egazette/en/1929-gn427.pdf,/egazette/zh/1929-gn427.pdf,12
code:13742,13742,EXPO DRIVE,博覽道,Secondary Road,,,,,12
code:10479,10479,FEI NGO SHAN ROAD,飛鵝山道,Secondary Road,,,,,12
code:12954,12954,FUK HANG TSUEN ROAD,福亨村路,Secondary Road,,,,,12
code:10627,10627,GREIG ROAD,基利路,Secondary Road,,,,,12
code:13037,13037,HANG KAM STREET,恆錦街,Secondary Road,,,,,12
code:13003,13003,HO CHUNG ROAD,蠔涌路,Secondary Road,,,,,12
code:10807,10807,HONG LOK ROAD EAST,康樂東路,Secondary Road,,,,,12
code:10808,10808,HONG LOK ROAD WEST,康樂西路,Secondary Road,,,,,12
code:10833,10833,HONG NING ROAD,康寧道,Secondary Road,1957,1957-02-22,/egazette/en/1957-gn264.pdf,/egazette/zh/1957-gn264.pdf,12
code:10847,10847,HONG YUE STREET,康愉街,Secondary Road,,,,,12
code:11078,11078,KWAI CHUNG HOSPITAL ROAD,葵涌醫院路,Secondary Road,1983,1983-10-28,/egazette/en/1983-gn3424.pdf,/egazette/zh/1983-gn3424.pdf,12
code:11215,11215,LEIGHTON ROAD,禮頓道,Main Road,1951,1951-04-27,/egazette/en/1951-gn445.pdf,/egazette/zh/1951-gn445.pdf,12
code:11247,11247,LO WAI ROAD,老圍路,Secondary Road,1981,1981-04-16,/egazette/en/1981-gn1146.pdf,/egazette/zh/1981-gn1146.pdf,12
code:11250,11250,LOCKHART ROAD,駱克道,Secondary Road,1929,1929-06-14,/egazette/en/1929-gn312.pdf,/egazette/zh/1929-gn312.pdf,12
code:11332,11332,LYCHEE ROAD NORTH,荔枝北路,Secondary Road,1984,1984-08-31,/egazette/en/1984-gn2609.pdf,/egazette/zh/1984-gn2609.pdf,12
code:11349,11349,MA TAU CHUNG ROAD,馬頭涌道,Main Road,1926,1926-04-16,/egazette/en/1926-gn202.pdf,/egazette/zh/1926-gn202.pdf,12
code:11395,11395,MAPLE STREET,楓樹街,Secondary Road,1927,1927-11-25,/egazette/en/1927-gn699.pdf,/egazette/zh/1927-gn699.pdf,12
code:13508,13508,OI MING LANE,愛明里,Secondary Road,,,,,12
code:11572,11572,ON CHEUNG ROAD,安祥路,Secondary Road,1982,1982-12-17,/egazette/en/1982-gn3955.pdf,/egazette/zh/1982-gn3955.pdf,12
code:13913,13913,PAT HEUNG ROAD,八鄉路,Main Road,,,,,12
code:39379,39379,RESIDENCE ROAD,士林路,Secondary Road,,,,,12
code:11939,11939,SCIENCE MUSEUM ROAD,科學館道,Secondary Road,1981,1981-08-14,/egazette/en/1981-gn2511.pdf,/egazette/zh/1981-gn2511.pdf,12
code:13653,13653,SHAP PAT HEUNG INTERCHANGE,十八鄉交匯處,Main Road,,,,,12
code:11995,11995,SHEK KIP MEI STREET,石硤尾街,Secondary Road,1926,1926-08-13,/egazette/en/1926-gn423.pdf,/egazette/zh/1926-gn423.pdf,12
