road_key,street_code,english_name,chinese_name,street_type,naming_year,naming_date,government_notice_url_en,government_notice_url_zh,segment_count
code:10311,10311,CLEAR WATER BAY ROAD,清水灣道,Main Road,1947,1947-07-02,/egazette/en/1947-gn543.pdf,,103
code:52563,52563,,,Main Road,,,,,83
code:53119,53119,,,Secondary Road,,,,,77
code:14299,14299,TSING SHA HIGHWAY,青沙公路,Tunnel,,,,,77
code:13922,13922,LIN CHEUNG ROAD,連翔道,Main Road,1998,1998-11-13,/egazette/en/2018-22-48-8969.pdf,,76
code:49240,49240,,,Secondary Road,,,,,75
code:47351,47351,,,Secondary Road,,,,,65
code:11850,11850,SAI SHA ROAD,西沙路,Secondary Road,1984,1984-02-17,/egazette/en/1984-gn459.pdf,/egazette/zh/1984-gn459.pdf,64
code:10332,10332,CONTAINER PORT ROAD SOUTH,貨櫃碼頭南路,Secondary Road,,,,,62
code:40928,40928,,,Secondary Road,,,,,61
code:52890,52890,,,Main Road,,,,,61
code:11308,11308,LUNG CHEUNG ROAD,龍翔道,Main Road,1960,1960-11-11,/egazette/en/1960-gn1713.pdf,/egazette/zh/2018-22-32-6060.pdf,60
code:12690,12690,WATERLOO ROAD,窩打老道,Main Road,1929,1929-06-21,/egazette/en/1929-gn331.pdf,/egazette/zh/1929-gn331.pdf,59
code:10961,10961,KAM TIN ROAD,錦田公路,Main Road,1978,1978-09-29,/egazette/en/1978-gn2481.pdf,,57
code:11143,11143,KWUN TONG ROAD,觀塘道,Main Road,1947,1947-07-02,/egazette/en/1947-gn543.pdf,,57
code:51319,51319,,,Secondary Road,,,,,56
code:10959,10959,KAM SHEUNG ROAD,錦上路,Secondary Road,1982,1982-03-05,/egazette/en/1982-gn755.pdf,/egazette/zh/1982-gn755.pdf,56
code:12131,12131,SOUTH LANTAU ROAD,嶼南道,Main Road,,,,,51
code:11768,11768,POK FU LAM ROAD,薄扶林道,Main Road,,,/egazette/en/1975-gn2327.pdf,,50
code:10741,10741,HIRAM'S HIGHWAY,西貢公路,Main Road,1977,1977-06-10,/egazette/en/1977-gn1311.pdf,/egazette/zh/1977-gn1311.pdf,49
code:12373,12373,TING KOK ROAD,汀角路,Main Road,1970,1970-04-03,/egazette/en/2009-13-10-1502.pdf,/egazette/zh/2009-13-10-1502.pdf,49
code:10369,10369,DEEP BAY ROAD,深灣路,Secondary Road,,,,,47
code:11038,11038,KING'S ROAD,英皇道,Main Road,1935,1935-06-21,/egazette/en/1935-gn490.pdf,/egazette/zh/1935-gn490.pdf,46
code:10886,10886,ISLAND EASTERN CORRIDOR,東區走廊,Highway,1984,1984-08-24,/egazette/en/1984-gn2562.pdf,/egazette/zh/1984-gn2562.pdf,45
code:11149,11149,LAI CHI KOK ROAD,荔枝角道,Main Road,1978,1978-10-13,/egazette/en/2017-21-14-1921.pdf,/egazette/zh/2017-21-14-1921.pdf,45
code:52589,52589,,,Secondary Road,,,,,44
code:11788,11788,PRINCE EDWARD ROAD WEST,太子道西,Main Road,1923,1923-09-28,/egazette/en/1923-gn411.pdf,/egazette/zh/1923-gn411.pdf,43
code:11825,11825,ROUTE TWISK,荃錦公路,Main Road,1977,1977-11-25,/egazette/en/1977-gn2860.pdf,/egazette/zh/1977-gn2860.pdf,43
code:12237,12237,TAI MONG TSAI ROAD,大網仔路,Main Road,1980,1980-12-19,/egazette/en/1980-gn4050.pdf,,43
code:13912,13912,TSING LONG HIGHWAY,青朗公路,Main Road,,,,,42
code:10609,10609,GLOUCESTER ROAD,告士打道,Main Road,1929,1929-06-14,/egazette/en/1929-gn312.pdf,/egazette/zh/1929-gn312.pdf,41
code:12254,12254,TAI PO ROAD,大埔道,Main Road,1927,1927-04-29,/egazette/en/1927-gn250.pdf,/egazette/zh/1927-gn250.pdf,41
code:10468,10468,FAN KAM ROAD,粉錦公路,Main Road,,,/egazette/en/1979-gn2145.pdf,,40
code:14475,14475,HEUNG YUEN WAI HIGHWAY,香園圍公路,Main Road,2019,2019-02-01,https://www.landsd.gov.hk/doc/en/street-name/egazette/2019/egn201923051094.pdf,https://www.landsd.gov.hk/doc/tc/street-name/egazette/2019/cgn201923051094.pdf,40
code:11079,11079,KWAI CHUNG ROAD,葵涌道,Secondary Road,,,,,40
code:11236,11236,LIN MA HANG ROAD,蓮麻坑路,Secondary Road,,,,,40
code:11504,11504,NATHAN ROAD,彌敦道,Main Road,1909,1909-03-19,/egazette/en/1909-gn184.pdf,/egazette/zh/1909-gn184.pdf,40
code:10115,10115,CANTON ROAD,廣東道,Secondary Road,1909,1909-03-19,/egazette/en/1909-gn184.pdf,/egazette/zh/1909-gn184.pdf,39
code:10129,10129,CASTLE PEAK ROAD - CASTLE PEAK BAY,青山公路　－　青山灣段,Secondary Road,,,,,38
code:13798,13798,AIRPORT ROAD,機場路,Main Road,1998,1998-01-02,/egazette/en/2019-23-30-4781.pdf,/egazette/zh/2019-23-30-4781.pdf,37
code:10027,10027,ARGYLE STREET,亞皆老街,Main Road,1926,1926-04-16,/egazette/en/1926-gn202.pdf,/egazette/zh/1926-gn202.pdf,36
code:12570,12570,VICTORIA ROAD,域多利道,Secondary Road,,,,,36
code:53265,53265,,,Secondary Road,,,,,35
code:10145,10145,CASTLE PEAK ROAD - TSUEN WAN,青山公路　－　荃灣段,Secondary Road,,,,,35
code:10899,10899,JOCKEY CLUB ROAD,馬會道,Main Road,1958,1958-06-06,/egazette/en/1958-gn770.pdf,/egazette/zh/1958-gn770.pdf,35
code:11176,11176,LAM KAM ROAD,林錦公路,Main Road,1978,1978-09-29,/egazette/en/1978-gn2481.pdf,,35
code:13786,13786,NORTH WEST TSING YI INTERCHANGE,青衣西北交匯處,Highway,,,,,35
code:12624,12624,WAI YIP STREET,偉業街,Main Road,1957,1957-02-22,/egazette/en/1957-gn264.pdf,/egazette/zh/1957-gn264.pdf,35
code:10206,10206,CHEUNG SHA WAN ROAD,長沙灣道,Main Road,1923,1923-09-28,/egazette/en/1923-gn411.pdf,/egazette/zh/1923-gn411.pdf,34
code:10328,10328,CONNAUGHT ROAD CENTRAL,干諾道中,Main Road,,,,,34
code:10483,10483,FERRY STREET,渡船街,Main Road,1941,1941-10-24,/egazette/en/1941-gn1260.pdf,/egazette/zh/1941-gn1260.pdf,34
code:11958,11958,SHA TAU KOK ROAD - LUNG YEUK TAU,沙頭角公路　－　龍躍頭段,Main Road,,,,,34
code:13808,13808,SOUTH RUNWAY ROAD,跑道南路,Secondary Road,,,,,34
code:12504,12504,TUEN MUN ROAD,屯門公路,Highway,1979,1979-01-26,/egazette/en/1979-gn262.pdf,,34
code:10378,10378,DISCOVERY BAY ROAD,愉景灣道,Secondary Road,,,,,33
code:11487,11487,NAM CHEONG STREET,南昌街,Secondary Road,1925,1925-09-10,/egazette/en/1925-gn514.pdf,,33
code:11704,11704,PING HA ROAD,屏廈路,Secondary Road,,,/egazette/en/1982-gn755.pdf,/egazette/zh/1982-gn755.pdf,33
code:11787,11787,PRINCE EDWARD ROAD EAST,太子道東,Main Road,1923,1923-09-28,/egazette/en/1923-gn411.pdf,/egazette/zh/1923-gn411.pdf,33
code:14496,14496,TUEN MUN CHEK LAP KOK TUNNEL ROAD,屯門赤鱲角隧道公路,Main Road,2020,2020-11-06,/egazette/en/2020-24-45-6474.pdf,/egazette/zh/2020-24-45-6474.pdf,33
code:41961,41961,,,Secondary Road,,,,,32
code:44338,44338,,,Secondary Road,,,,,32
code:44979,44979,,,Secondary Road,,,,,32
code:42755,42755,,,Secondary Road,,,,,32
code:10144,10144,CASTLE PEAK ROAD - TSING LUNG TAU,青山公路　－　青龍頭段,Secondary Road,,,,,32
code:14477,14477,HUNG HOM BYPASS,紅磡繞道,Main Road,2019,2019-03-01,https://www.landsd.gov.hk/doc/en/street-name/egazette/2019/egn201923091656.pdf,https://www.landsd.gov.hk/doc/tc/street-name/egazette/2019/cgn201923091656.pdf,32
code:14365,14365,SHING FUNG ROAD,承豐道,Secondary Road,2012,2012-09-28,/egazette/en/2012-16-39-6493.pdf,/egazette/zh/2012-16-39-6493.pdf,32
code:12276,12276,TAI TONG ROAD,大棠路,Secondary Road,1977,1977-12-02,/egazette/en/1977-gn2944.pdf,/egazette/zh/1977-gn2944.pdf,32
code:12469,12469,TSUEN WAN ROAD,荃灣路,Highway,1981,1981-09-18,/egazette/en/1981-gn2793.pdf,/egazette/zh/1981-gn2793.pdf,32
code:53519,53519,,,Secondary Road,,,,,31
code:51826,51826,,,Secondary Road,,,,,31
code:11316,11316,LUNG MUN ROAD,龍門路,Main Road,1977,1977-12-23,/egazette/en/1977-gn3134.pdf,/egazette/zh/1977-gn3134.pdf,31
code:11869,11869,SALISBURY ROAD,梳士巴利道,Main Road,1958,1958-06-27,/egazette/en/1958-gn865.pdf,/egazette/zh/1958-gn865.pdf,31
code:10142,10142,CASTLE PEAK ROAD - TAM MI,青山公路　－　潭尾段,Secondary Road,,,,,30
code:10155,10155,CHAI WAN ROAD,柴灣道,Main Road,1984,1984-03-30,/egazette/en/1984-gn970.pdf,/egazette/zh/1984-gn970.pdf,30
code:13658,13658,LAM TEI INTERCHANGE,藍地交匯處,Secondary Road,,,,,30
code:11242,11242,LION ROCK TUNNEL ROAD,獅子山隧道公路,Main Road,,,,,30
code:13137,13137,TATE'S CAIRN HIGHWAY,大老山公路,Highway,1992,1992-01-31,/egazette/en/2015-19-46-8863.pdf,/egazette/zh/2015-19-46-8863.pdf,30
code:41200,41200,,,Secondary Road,,,,,29
code:52257,52257,,,Secondary Road,,,,,29
code:10075,10075,BOUNDARY STREET,界限街,Main Road,1926,1926-04-16,/egazette/en/1926-gn202.pdf,/egazette/zh/1926-gn202.pdf,29
code:10166,10166,CHATHAM ROAD NORTH,漆咸道北,Secondary Road,1909,1909-03-19,/egazette/en/1909-gn184.pdf,/egazette/zh/1909-gn184.pdf,29
code:10904,10904,JORDAN ROAD,佐敦道,Main Road,1909,1909-03-19,/egazette/en/1909-gn184.pdf,/egazette/zh/1909-gn184.pdf,29
code:11984,11984,SHANGHAI STREET,上海街,Main Road,1909,1909-03-19,/egazette/en/1909-gn184.pdf,/egazette/zh/1909-gn184.pdf,29
code:14528,14528,TSEUNG LAM HIGHWAY,將藍公路,Main Road,2022,2022-11-25,/egazette/en/2022-26-47-6835.pdf,/egazette/zh/2022-26-47-6835.pdf,29
code:13139,13139,WAN PO ROAD,環保大道,Main Road,,,,,29
code:41747,41747,,,Secondary Road,,,,,28
code:10128,10128,CASTLE PEAK ROAD,青山道,Main Road,,,,,28
code:10181,10181,CHERRY STREET,櫻桃街,Main Road,1954,1954-12-24,/egazette/en/1954-gn1562.pdf,/egazette/zh/1954-gn1562.pdf,28
code:10329,10329,CONNAUGHT ROAD WEST,干諾道西,Main Road,,,,,28
code:11260,11260,LOK MA CHAU ROAD,落馬洲路,Secondary Road,1982,1982-03-05,/egazette/en/1982-gn755.pdf,/egazette/zh/1982-gn755.pdf,28
code:11535,11535,NGAU TAU KOK ROAD,牛頭角道,Secondary Road,1957,1957-02-22,/egazette/en/1957-gn264.pdf,/egazette/zh/1957-gn264.pdf,28
code:11669,11669,PEAK ROAD,山頂道,Main Road,,,/egazette/en/1960-gn1174.pdf,,28
code:11697,11697,PING CHE ROAD,坪輋路,Secondary Road,,,,,28
code:11791,11791,PRINCESS MARGARET ROAD,公主道,Main Road,1966,1966-03-18,/egazette/en/2018-22-40-7463.pdf,,28
code:11817,11817,ROBINSON ROAD,羅便臣道,Secondary Road,1904,1904-01-29,/egazette/en/1904-gn59.pdf,/egazette/zh/1904-gn59.pdf,28
code:46142,46142,,,Secondary Road,,,,,27
code:51268,51268,,,Secondary Road,,,,,27
code:52275,52275,,,Secondary Road,,,,,27
code:13811,13811,CHEONG LIN ROAD,暢連路,Secondary Road,,,,,27
code:11373,11373,MAN KAM TO ROAD,文錦渡路,Main Road,,,,,27
code:13052,13052,SHUI PIN WAI INTERCHANGE,水邊圍交匯處,Main Road,1991,1991-06-28,/egazette/en/2017-21-41-7594.pdf,,27
code:12221,12221,TAI HO ROAD,大河道,Secondary Road,1987,1987-11-27,/egazette/en/2000-gn3981.pdf,/egazette/zh/2000-gn3981.pdf,27
code:12776,12776,WONG CHUK HANG ROAD,黃竹坑道,Main Road,,,/egazette/en/1961-gn1335.pdf,,27
code:53184,53184,,,Secondary Road,,,,,26
code:13926,13926,AUSTIN ROAD WEST,柯士甸道西,Main Road,1998,1998-11-13,/egazette/en/2018-22-47-8793.pdf,,26
code:11346,11346,MA ON SHAN ROAD,馬鞍山路,Main Road,1992,1992-01-31,/egazette/en/2015-19-46-8863.pdf,/egazette/zh/2015-19-46-8863.pdf,26
code:50208,50208,,,Secondary Road,,,,,25
code:10143,10143,CASTLE PEAK ROAD - TING KAU,青山公路　－　汀九段,Secondary Road,,,,,25
code:10153,10153,CHA KWO LING ROAD,茶果嶺道,Secondary Road,,,,,25
code:13785,13785,CHEUNG TSING HIGHWAY,長青公路,Highway,2009,2009-12-18,/egazette/en/2009-13-51-7995.pdf,/egazette/zh/2009-13-51-7995.pdf,25
code:13781,13781,CHEUNG TUNG ROAD,翔東路,Secondary Road,,,,,25
code:10342,10342,COTTON TREE DRIVE,紅棉路,Main Road,,,,,25
code:14499,14499,KWUN TONG BYPASS,觀塘繞道,Highway,2020,2020-11-20,/egazette/en/2020-24-47-6775.pdf,/egazette/zh/2020-24-47-6775.pdf,25
code:14527,14527,LAM TIN INTERCHANGE,藍田交匯處,Main Road,2022,2022-11-25,/egazette/en/2022-26-47-6835.pdf,/egazette/zh/2022-26-47-6835.pdf,25
code:11213,11213,LEI YUE MUN ROAD,鯉魚門道,Main Road,,,,,25
code:13605,13605,SAN TAM ROAD,新潭路,Secondary Road,,,,,25
code:12260,12260,TAI PO ROAD - TAI PO KAU,大埔公路　－　大埔滘段,Secondary Road,,,,,25
code:13536,13536,YUEN LONG HIGHWAY,元朗公路,Highway,,,,,25
code:50120,50120,,,Secondary Road,,,,,24
code:49057,49057,,,Secondary Road,,,,,24
code:10132,10132,CASTLE PEAK ROAD - KWAI CHUNG,青山公路　－　葵涌段,Main Road,,,,,24
code:10146,10146,CASTLE PEAK ROAD - YUEN LONG,青山公路　－　元朗段,Main Road,,,,,24
code:14434,14434,CHEK LAP KOK ROAD,赤鱲角路,Main Road,2017,2017-03-10,https://www.landsd.gov.hk/doc/en/street-name/egazette/2017/egn201721101273.pdf,https://www.landsd.gov.hk/doc/tc/street-name/egazette/2017/cgn201721101273.pdf,24
code:13180,13180,SAN WAN ROAD,新運路,Secondary Road,,,,,24
code:12449,12449,TSING YI ROAD,青衣路,Main Road,1979,1979-07-06,/egazette/en/1979-gn1702.pdf,,24
code:12509,12509,TUNG CHAU STREET,通州街,Secondary Road,1927,1927-11-25,/egazette/en/1927-gn699.pdf,/egazette/zh/1927-gn699.pdf,24
code:42031,42031,,,Secondary Road,,,,,23
code:42063,42063,,,Secondary Road,,,,,23
code:53310,53310,,,Secondary Road,,,,,23
code:10141,10141,CASTLE PEAK ROAD - TAI LAM,青山公路　－　大欖段,Secondary Road,,,,,23
code:14567,14567,CENTRAL KOWLOON BYPASS,中九龍繞道,Main Road,2025,2025-11-21,/egazette/en/2025-29-47-7381.pdf,/egazette/zh/2025-29-47-7381.pdf,23
code:10663,10663,HARCOURT ROAD,夏慤道,Main Road,1961,1961-04-07,/egazette/en/1961-gn575.pdf,,23
code:10875,10875,HUNG TIN ROAD,洪天路,Main Road,,,,,23
code:11737,11737,PO KONG VILLAGE ROAD,蒲崗村道,Secondary Road,1953,1953-08-14,/egazette/en/1953-gn998.pdf,/egazette/zh/1953-gn998.pdf,23
code:11805,11805,QUEEN'S ROAD EAST,皇后大道東,Main Road,1842,1842-02-01,/egazette/en/1949-gn297.pdf,,23
code:11815,11815,REPULSE BAY ROAD,淺水灣道,Main Road,1932,1932-10-07,/egazette/en/1932-gn635.pdf,/egazette/zh/1932-gn635.pdf,23
code:12165,12165,STUBBS ROAD,司徒拔道,Main Road,1923,1923-02-15,/egazette/en/1923-gn77.pdf,/egazette/zh/1923-gn77.pdf,23
code:40750,40750,,,Secondary Road,,,,,22
code:43667,43667,,,Secondary Road,,,,,22
code:41299,41299,,,Secondary Road,,,,,22
code:45319,45319,,,Secondary Road,,,,,22
code:42069,42069,,,Secondary Road,,,,,22
code:45313,45313,,,Secondary Road,,,,,22
code:40774,40774,,,Secondary Road,,,,,22
code:52926,52926,,,Secondary Road,,,,,22
code:13700,13700,FANLING HIGHWAY,粉嶺公路,Highway,,,,,22
code:10599,10599,GASCOIGNE ROAD,加士居道,Main Road,1905,1905-03-17,/egazette/en/1905-gn158.pdf,/egazette/zh/1905-gn158.pdf,22
code:10611,10611,GOLDEN BAMBOO ROAD NORTH,金竹北路,Secondary Road,1984,1984-08-31,/egazette/en/1984-gn2609.pdf,/egazette/zh/1984-gn2609.pdf,22
code:10698,10698,HEUNG YIP ROAD,香葉道,Secondary Road,1972,1972-09-29,/egazette/en/2025-29-17-2547.pdf,/egazette/zh/2025-29-17-2547.pdf,22
code:11352,11352,MA TAU WAI ROAD,馬頭圍道,Main Road,1926,1926-04-16,/egazette/en/1926-gn202.pdf,/egazette/zh/1926-gn202.pdf,22
code:13128,13128,PAK WO ROAD,百和路,Main Road,,,,,22
code:11804,11804,QUEEN'S ROAD CENTRAL,皇后大道中,Main Road,1842,1842-02-01,,,22
code:11906,11906,SAN SHAM ROAD,新深路,Main Road,,,,,22
code:12387,12387,TOLO HIGHWAY,吐露港公路,Highway,,,,,22
code:12556,12556,UN CHAU STREET,元州街,Secondary Road,1923,1923-09-28,/egazette/en/1923-gn411.pdf,/egazette/zh/1923-gn411.pdf,22
code:12591,12591,WAH FU ROAD,華富道,Secondary Road,,,,,22
code:13692,13692,WO KENG SHAN ROAD,禾徑山路,Secondary Road,,,,,22
code:44487,44487,,,Secondary Road,,,,,21
code:46437,46437,,,Secondary Road,,,,,21
code:10247,10247,CHING CHEUNG ROAD,呈祥道,Main Road,1976,1976-11-19,/egazette/en/1976-gn2580.pdf,,21
code:10375,10375,DES VOEUX ROAD WEST,德輔道西,Main Road,,,,,21
code:13805,13805,EAST COAST ROAD,東岸路,Secondary Road,2007,2007-08-31,/egazette/en/2019-23-30-4781.pdf,/egazette/zh/2019-23-30-4781.pdf,21
code:10900,10900,JOHNSTON ROAD,莊士敦道,Main Road,1929,1929-06-14,/egazette/en/1929-gn312.pdf,/egazette/zh/1929-gn312.pdf,21
code:11095,11095,KWAI SHING CIRCUIT,葵盛圍,Secondary Road,1974,1974-04-19,/egazette/en/1974-gn1023.pdf,/egazette/zh/1974-gn1023.pdf,21
code:13601,13601,KWU TUNG ROAD,古洞路,Secondary Road,,,,,21
code:11350,11350,MA TAU KOK ROAD,馬頭角道,Secondary Road,1926,1926-04-16,/egazette/en/1926-gn202.pdf,/egazette/zh/1926-gn202.pdf,21
code:11810,11810,RECLAMATION STREET,新填地街,Secondary Road,1930,1930-01-17,/egazette/en/1930-gn39.pdf,/egazette/zh/1930-gn39.pdf,21
code:11971,11971,SHA TSUI ROAD,沙咀道,Secondary Road,,,,,21
code:13892,13892,SHAM MONG ROAD,深旺道,Secondary Road,,,,,21
code:11989,11989,SHATIN PASS ROAD,沙田㘭道,Secondary Road,1957,1957-05-24,/egazette/en/1981-gn3160.pdf,/egazette/zh/1981-gn3160.pdf,21
code:12052,12052,SHING MUN ROAD,城門道,Restricted Road,,,,,21
code:12258,12258,TAI PO ROAD - SHA TIN,大埔公路　－　沙田段,Highway,,,,,21
code:13174,13174,TSEUNG KWAN O ROAD,將軍澳道,Main Road,1992,1992-04-10,/egazette/en/2020-24-47-6776.pdf,/egazette/zh/2020-24-47-6776.pdf,21
code:13885,13885,WEST KOWLOON HIGHWAY,西九龍公路,Main Road,1998,1998-05-22,/egazette/en/2017-21-14-1921.pdf,/egazette/zh/2017-21-14-1921.pdf,21
code:44823,44823,,,Secondary Road,,,,,20
code:43245,43245,,,Secondary Road,,,,,20
code:52093,52093,,,Secondary Road,,,,,20
code:52545,52545,,,Secondary Road,,,,,20
code:52291,52291,,,Secondary Road,,,,,20
code:10169,10169,CHE KUNG MIU ROAD,車公廟路,Main Road,1981,1981-09-18,/egazette/en/1981-gn2794.pdf,/egazette/zh/1981-gn2794.pdf,20
code:10263,10263,CHOI HUNG ROAD,彩虹道,Main Road,1959,1959-05-29,/egazette/en/1959-gn738.pdf,/egazette/zh/1959-gn738.pdf,20
code:14435,14435,HONG KONG-ZHUHAI-MACAO BRIDGE HONG KONG LINK ROAD,港珠澳大橋香港連接路,Highway,2017,2017-03-10,https://www.landsd.gov.hk/doc/en/street-name/egazette/2017/egn201721101273.pdf,https://www.landsd.gov.hk/doc/tc/street-name/egazette/2017/cgn201721101273.pdf,20
code:14412,14412,LUNG YUET ROAD,龍悅道,Main Road,2016,2016-03-18,https://www.landsd.gov.hk/doc/en/street-name/egazette/2016/egn201620111596.pdf,https://www.landsd.gov.hk/doc/tc/street-name/egazette/2016/cgn201620111596.pdf,20
code:13835,13835,MA TSO LUNG ROAD,馬草壟路,Secondary Road,,,,,20
code:11959,11959,SHA TAU KOK ROAD - MA MEI HA,沙頭角公路　－　馬尾下段,Main Road,,,,,20
code:12216,12216,TAI HANG ROAD,大坑道,Main Road,1931,1931-02-13,/egazette/en/1931-gn86.pdf,/egazette/zh/1931-gn86.pdf,20
code:13151,13151,TIN SHUI ROAD,天瑞路,Secondary Road,2000,2000-07-07,/egazette/en/2000-gn4391.pdf,/egazette/zh/2000-gn4391.pdf,20
code:41616,41616,,,Secondary Road,,,,,19
code:40011,40011,,,Secondary Road,,,,,19
code:51320,51320,,,Secondary Road,,,,,19
code:52760,52760,,,Secondary Road,,,,,19
code:53209,53209,,,Secondary Road,,,,,19
code:48704,48704,,,Secondary Road,,,,,19
code:52973,52973,,,Secondary Road,,,,,19
code:10138,10138,CASTLE PEAK ROAD - SAN TIN,青山公路　－　新田段,Secondary Road,,,,,19
code:10226,10226,CHI FU ROAD,置富道,Secondary Road,1979,1979-05-11,/egazette/en/1979-gn1195.pdf,,19
code:10325,10325,CONCORDE ROAD,協調道,Secondary Road,1981,1981-12-11,/egazette/en/1981-gn3682.pdf,/egazette/zh/1981-gn3682.pdf,19
code:39004,39004,EASTERN HARBOUR CROSSING,東區海底隧道,Tunnel,,,,,19
code:13951,13951,LAI PO ROAD,荔寶路,Secondary Road,1999,1999-03-12,/egazette/en/2018-22-48-8969.pdf,,19
code:14201,14201,MAGIC ROAD,神奇道,Secondary Road,2004,2004-12-17,/egazette/en/2004-08-51-8104.pdf,/egazette/zh/2004-08-51-8104.pdf,19
code:14126,14126,PAK LAM ROAD,珀林路,Secondary Road,,,,,19
code:13736,13736,PALM SPRINGS BOULEVARD,加州花園大道,Secondary Road,,,,,19
code:14326,14326,POK CHUEN STREET,博泉街,Secondary Road,2010,2010-04-09,/egazette/en/2010-14-14-2046.pdf,/egazette/zh/2010-14-14-2046.pdf,19
code:14272,14272,SCIENCE PARK WEST AVENUE,科技大道西,Secondary Road,,,,,19
code:14437,14437,SHUN FAI ROAD,順暉路,Secondary Road,2017,2017-03-10,https://www.landsd.gov.hk/doc/en/street-name/egazette/2017/egn201721101273.pdf,https://www.landsd.gov.hk/doc/tc/street-name/egazette/2017/cgn201721101273.pdf,19
code:14444,14444,SHUN WAN ROAD,順環路,Secondary Road,2017,2017-03-10,https://www.landsd.gov.hk/doc/en/street-name/egazette/2017/egn201721101273.pdf,https://www.landsd.gov.hk/doc/tc/street-name/egazette/2017/cgn201721101273.pdf,19
code:12113,12113,SING WOO ROAD,成和道,Main Road,,,,,19
code:12225,12225,TAI KOK TSUI ROAD,大角咀道,Secondary Road,1923,1923-09-28,/egazette/en/1923-gn411.pdf,/egazette/zh/1923-gn411.pdf,19
code:13158,13158,TIN YAN ROAD,天恩路,Secondary Road,1992,1992-02-28,/egazette/en/2016-20-38-5399.pdf,/egazette/zh/2016-20-38-5399.pdf,19
code:13783,13783,TSING KWAI HIGHWAY,青葵公路,Highway,,,,,19
code:14171,14171,TSING YI HONG WAN ROAD,青衣航運路,Secondary Road,,,,,19
code:40649,40649,,,Secondary Road,,,,,18
code:41273,41273,,,Secondary Road,,,,,18
code:40137,40137,,,Secondary Road,,,,,18
code:45367,45367,,,Secondary Road,,,,,18
code:46968,46968,,,Secondary Road,,,,,18
code:45302,45302,,,Secondary Road,,,,,18
code:53018,53018,,,Secondary Road,,,,,18
code:44357,44357,,,Secondary Road,,,,,18
code:52160,52160,,,Secondary Road,,,,,18
code:53420,53420,,,Secondary Road,,,,,18
code:52353,52353,,,Secondary Road,,,,,18
code:53470,53470,,,Secondary Road,,,,,18
code:51787,51787,,,Secondary Road,,,,,18
code:10131,10131,CASTLE PEAK ROAD - HUNG SHUI KIU,青山公路　－　洪水橋段,Main Road,,,,,18
code:13810,13810,CHEONG TAT ROAD,暢達路,Secondary Road,2005,2005-08-05,/egazette/en/2022-26-19-2362.pdf,,18
code:14509,14509,DISCOVERY PEAK ROAD,愉峰道,Secondary Road,2021,2021-06-11,https://www.landsd.gov.hk/doc/en/street-name/egazette/2021/egn202125233565.pdf,https://www.landsd.gov.hk/doc/tc/street-name/egazette/2021/cgn202125233565.pdf,18
code:10495,10495,FLEMING ROAD,菲林明道,Secondary Road,1929,1929-06-14,/egazette/en/1929-gn312.pdf,/egazette/zh/1929-gn312.pdf,18
code:14287,14287,KONG SHAM WESTERN HIGHWAY,港深西部公路,Highway,,,,,18
code:11156,11156,LAI KING HILL ROAD,荔景山路,Secondary Road,1975,1975-01-17,/egazette/en/1975-gn176.pdf,,18
code:11359,11359,MAGAZINE GAP ROAD,馬己仙峽道,Main Road,1958,1958-01-03,/egazette/en/1958-gn16.pdf,/egazette/zh/1958-gn16.pdf,18
code:13752,13752,NORTH LANTAU HIGHWAY,北大嶼山公路,Highway,,,,,18
code:11806,11806,QUEEN'S ROAD WEST,皇后大道西,Main Road,1842,1842-02-01,,,18
code:11923,11923,SASSOON ROAD,沙宣道,Secondary Road,1924,1924-04-04,/egazette/en/1924-gn187.pdf,/egazette/zh/1924-gn187.pdf,18
code:11964,11964,SHA TIN ROAD,沙田路,Highway,1984,1984-11-30,/egazette/en/1984-gn3532.pdf,/egazette/zh/1984-gn3532.pdf,18
code:13594,13594,SHEK MUN INTERCHANGE,石門交匯處,Main Road,,,,,18
code:12070,12070,SHOUSON HILL ROAD,壽山村道,Secondary Road,,,,,18
code:12259,12259,TAI PO ROAD - SHA TIN HEIGHTS,大埔公路　－　沙田嶺段,Main Road,,,,,18
code:12275,12275,TAI TAM ROAD,大潭道,Main Road,,,/egazette/en/1961-gn1335.pdf,,18
code:12503,12503,TUEN MUN HEUNG SZE WUI ROAD,屯門鄉事會路,Secondary Road,1975,1975-08-01,/egazette/en/1975-gn1693.pdf,,18
code:42250,42250,,,Secondary Road,,,,,17
code:42268,42268,,,Secondary Road,,,,,17
code:45503,45503,,,Secondary Road,,,,,17
code:42579,42579,,,Secondary Road,,,,,17
code:41624,41624,,,Secondary Road,,,,,17
code:41550,41550,,,Secondary Road,,,,,17
code:53419,53419,,,Secondary Road,,,,,17
code:52134,52134,,,Secondary Road,,,,,17
code:39226,39226,BAUHINIA ROAD SOUTH,紫荊南路,Secondary Road,,,,,17
code:10133,10133,CASTLE PEAK ROAD - KWU TUNG,青山公路　－　古洞段,Secondary Road,,,,,17
code:10167,10167,CHATHAM ROAD SOUTH,漆咸道南,Main Road,1909,1909-03-19,/egazette/en/1909-gn184.pdf,/egazette/zh/1909-gn184.pdf,17
code:10371,10371,DEEP WATER BAY ROAD,深水灣道,Secondary Road,1937,1937-09-24,/egazette/en/1937-gn682.pdf,/egazette/zh/1937-gn682.pdf,17
